mouse_gene_id	human_ortholog_id	disease_id	any_phenodigm_match	disease_phenotype
MGI:1926876	HGNC:6055	OMIM:616151|ORPHA:99000	N	Y
MGI:1926953	HGNC:2498	OMIM:604168|ORPHA:48431	N	Y
MGI:1927126	HGNC:14025	OMIM:158580|OMIM:617143|ORPHA:139589|ORPHA:98914	N	Y
MGI:1927166	HGNC:17422	OMIM:618167	N	Y
MGI:1927170	HGNC:18119	OMIM:616577|ORPHA:457351	N	Y
MGI:1927204	HGNC:4431	OMIM:614018|ORPHA:280620	Y	Y
MGI:1927222	HGNC:15480	OMIM:609129|ORPHA:90635	N	Y
MGI:1927234	HGNC:11449	OMIM:245400|ORPHA:17	N	Y
MGI:1927344	HGNC:17493	OMIM:616835|ORPHA:2554	N	Y
MGI:1927580	HGNC:8549	OMIM:614171|ORPHA:280663	N	Y
MGI:1927616	HGNC:12340	OMIM:190350|OMIM:190351|ORPHA:502|ORPHA:77258	N	Y
MGI:1927617	HGNC:17211	OMIM:618220|ORPHA:791	N	Y
MGI:1927669	HGNC:2645	ORPHA:413674	N	N
MGI:1927753	HGNC:21474	OMIM:213300|OMIM:610156|ORPHA:1454|ORPHA:220493|ORPHA:475|ORPHA:75858	Y	Y
MGI:1927868	HGNC:8856	OMIM:614887|ORPHA:44|ORPHA:772|ORPHA:912	N	Y
MGI:1928137	HGNC:14508	OMIM:611719|OMIM:618117|ORPHA:137908|ORPHA:243	Y	Y
MGI:1928378	HGNC:2867	OMIM:263750|ORPHA:246	N	Y
MGI:1928394	HGNC:3942	OMIM:607341|OMIM:616638|ORPHA:269001|ORPHA:269008|ORPHA:457485	Y	Y
MGI:1928486	HGNC:11708	OMIM:600627|ORPHA:2224	N	Y
MGI:1928676	HGNC:14348	OMIM:610297|OMIM:617248|ORPHA:2828|ORPHA:505208	Y	Y
MGI:1928738	HGNC:1421	OMIM:212138|ORPHA:159	Y	Y
MGI:1928739	HGNC:5228	OMIM:614881|ORPHA:314485|ORPHA:443950	Y	Y
MGI:1928743	HGNC:6239	OMIM:607346|OMIM:616399|ORPHA:130|ORPHA:98772	Y	Y
MGI:1929096	HGNC:17754	OMIM:618734|ORPHA:363999	N	N
MGI:1929242	HGNC:6186	OMIM:243500|ORPHA:33	N	Y
MGI:1929285	HGNC:17151	OMIM:613803|ORPHA:2554	N	Y
MGI:1929293	HGNC:24579	OMIM:609439|OMIM:614869|ORPHA:231169|ORPHA:90636	Y	Y
MGI:1929470	HGNC:12440	OMIM:611521|ORPHA:300865|ORPHA:331226|ORPHA:98842	N	Y
MGI:1929474	HGNC:2625	OMIM:608902|ORPHA:240867|ORPHA:240947|ORPHA:413667	N	Y
MGI:1929481	HGNC:10969	OMIM:212140|ORPHA:158	N	Y
MGI:1929597	HGNC:24160	OMIM:117210|ORPHA:217012	Y	Y
MGI:1929646	HGNC:8858	OMIM:614882|OMIM:617370|ORPHA:44|ORPHA:772|ORPHA:912	Y	Y
MGI:1929655	HGNC:14312	OMIM:615789	N	Y
MGI:1929871	HGNC:19246	ORPHA:618	Y	Y
MGI:1929872	HGNC:24862	OMIM:606056|ORPHA:79330	Y	Y
MGI:1929878	HGNC:20318	OMIM:206920|ORPHA:1106	Y	Y
MGI:1929881	HGNC:20323	OMIM:125400|ORPHA:314721	N	Y
MGI:1929913	HGNC:13222	OMIM:617237|OMIM:618092	Y	Y
MGI:1929996	HGNC:17994	OMIM:105500|ORPHA:90020	N	Y
MGI:1930016	HGNC:14294	OMIM:606232|OMIM:613950|ORPHA:48652	Y	Y
MGI:1930088	HGNC:17412	OMIM:610313|ORPHA:1545|ORPHA:157820	Y	Y
MGI:1930252	HGNC:25812	OMIM:612379|OMIM:612713|ORPHA:324737	N	Y
MGI:1930618	HGNC:1573	OMIM:116860|ORPHA:221061	Y	Y
MGI:1930643	HGNC:2026|HGNC:2027	OMIM:613090|ORPHA:89938|OMIM:607364|ORPHA:358|ORPHA:93605	Y	Y
MGI:1930923	HGNC:18746	OMIM:248300|ORPHA:86923|ORPHA:87503	N	Y
MGI:1931028	HGNC:9949	OMIM:218600|OMIM:266280|OMIM:268400|ORPHA:1225|ORPHA:221016|ORPHA:3021	Y	Y
MGI:1931256	HGNC:2548	OMIM:261100|ORPHA:35858	N	Y
MGI:1931825	HGNC:6938	OMIM:217800|ORPHA:98969	N	Y
MGI:1932137	HGNC:11976	OMIM:606408|OMIM:615963|ORPHA:230839|ORPHA:289365	Y	Y
MGI:1932404	HGNC:15673	OMIM:617991	Y	Y
MGI:1933134	HGNC:30242	OMIM:611093|ORPHA:88616	N	Y
MGI:1933162	HGNC:1742	OMIM:614700|ORPHA:445018	N	Y
MGI:1933172	HGNC:29861	OMIM:309300|ORPHA:91489	N	Y
MGI:1933199	HGNC:15573	OMIM:269150|OMIM:616078|ORPHA:436151|ORPHA:798	N	Y
MGI:1933302	HGNC:15579	ORPHA:1934	N	Y
MGI:1933388	HGNC:19351	OMIM:601331|ORPHA:730	N	Y
MGI:1933403	HGNC:18173	ORPHA:117	Y	Y
MGI:1933549	HGNC:16643	ORPHA:130	N	Y
MGI:1933621	HGNC:11107	OMIM:617475|ORPHA:169142	N	Y
MGI:1933754	HGNC:7728	OMIM:617201|ORPHA:98892	Y	Y
MGI:1933825	HGNC:15532	OMIM:613730|ORPHA:306547	Y	Y
MGI:1934606	HGNC:428	OMIM:203800|ORPHA:64	N	Y
MGI:1934704	HGNC:16031	ORPHA:329173	N	N
MGI:1934754	HGNC:6215	OMIM:613641|OMIM:613916|ORPHA:254334|ORPHA:90636	N	Y
MGI:1934765	HGNC:4462	OMIM:617920|ORPHA:319635	N	Y
MGI:2135272	HGNC:15511	OMIM:182940|ORPHA:268377|ORPHA:268384|ORPHA:268388|ORPHA:268392|ORPHA:268397|ORPHA:268740|ORPHA:268748|ORPHA:268752|ORPHA:268758|ORPHA:268762|ORPHA:268766|ORPHA:268770|ORPHA:563609|ORPHA:563612	N	Y
MGI:2135874	HGNC:2312	OMIM:212070	N	Y
MGI:2136690	HGNC:14253|HGNC:4214	OMIM:616230|ORPHA:424027|OMIM:208530|OMIM:613854|ORPHA:3303|ORPHA:860|ORPHA:97548	Y	Y
MGI:2136853	HGNC:22140	OMIM:259775|ORPHA:1832	Y	Y
MGI:2137204	HGNC:10379	OMIM:614582|ORPHA:319509	N	Y
MGI:2137586	HGNC:17328	OMIM:614076|ORPHA:231531	Y	Y
MGI:2138365	HGNC:14432	OMIM:614424|ORPHA:220497|ORPHA:2318|ORPHA:475	Y	Y
MGI:2138584	HGNC:11960	OMIM:607688|ORPHA:411602	Y	Y
MGI:2138828	HGNC:21296	OMIM:617637|ORPHA:90636	Y	Y
MGI:2138934	HGNC:20444	OMIM:156200|ORPHA:178469|ORPHA:228402	Y	Y
MGI:2139535	HGNC:26894	OMIM:613307|ORPHA:90636	Y	Y
MGI:2139667	HGNC:3012	OMIM:274270|ORPHA:1675|ORPHA:240839|ORPHA:293948	Y	Y
MGI:2139743	HGNC:21297	ORPHA:444	N	Y
MGI:2139806	HGNC:18514	OMIM:275900|ORPHA:101000	N	Y
MGI:2140260	HGNC:20001	OMIM:603776|ORPHA:391665	Y	Y
MGI:2140300	HGNC:19918	OMIM:618317|ORPHA:1980	N	Y
MGI:2140356	HGNC:4795	OMIM:604931|ORPHA:168588	N	Y
MGI:2140361	HGNC:20800	OMIM:269250|ORPHA:3144	Y	Y
MGI:2140364	HGNC:21304	OMIM:618170	N	Y
MGI:2140475	HGNC:30071	ORPHA:220402|ORPHA:536	Y	Y
MGI:2141101	HGNC:18423	OMIM:604364|ORPHA:101046|ORPHA:98784|ORPHA:98820	N	Y
MGI:2141669	HGNC:28526	OMIM:615297|ORPHA:974	Y	Y
MGI:2141861	HGNC:565	OMIM:600740|ORPHA:101050	Y	Y
MGI:2141959	HGNC:23161	OMIM:608104|OMIM:617874|ORPHA:79325	Y	Y
MGI:2141969	HGNC:25789	OMIM:617941|ORPHA:811	N	Y
MGI:2142075	HGNC:26274	OMIM:616239|OMIM:618434|ORPHA:444458|ORPHA:90636	N	Y
MGI:2142166	HGNC:24564	OMIM:615948|ORPHA:434179	N	Y
MGI:2142227	HGNC:18608	ORPHA:500548	N	N
MGI:2142454	HGNC:25792	OMIM:604173|ORPHA:1775|ORPHA:221046	N	Y
MGI:2142567	HGNC:17090	OMIM:617433|ORPHA:791	N	Y
MGI:2142632	HGNC:32456	OMIM:613661|ORPHA:280071	N	Y
MGI:2142808	HGNC:18620	OMIM:613489|OMIM:618150|ORPHA:263501|ORPHA:85172	N	Y
MGI:2142951	HGNC:26114	OMIM:616460|ORPHA:88616	N	Y
MGI:2143103	HGNC:25519	OMIM:613728|ORPHA:284289	N	Y
MGI:2143311	HGNC:969	OMIM:615982|ORPHA:110	N	Y
MGI:2143535	HGNC:16297	OMIM:613161|ORPHA:65287	N	Y
MGI:2144013	HGNC:12825	ORPHA:98838	N	N
MGI:2144475	HGNC:12629	ORPHA:477742	N	N
MGI:2144865	HGNC:19957	OMIM:615031|ORPHA:320385	Y	Y
MGI:2144877	HGNC:20423	OMIM:604232|ORPHA:364055|ORPHA:65|ORPHA:791	Y	Y
MGI:2145118	HGNC:3258	OMIM:603896|ORPHA:157713|ORPHA:157716|ORPHA:157719|ORPHA:99853|ORPHA:99854	N	Y
MGI:2145517	HGNC:28596	OMIM:615181|ORPHA:588|ORPHA:88616|ORPHA:899	Y	Y
MGI:2145890	HGNC:25240	OMIM:262890|ORPHA:806	N	Y
MGI:2145900	HGNC:24797	OMIM:130900|ORPHA:100032	N	Y
MGI:2145977	HGNC:29284	OMIM:136630	N	Y
MGI:2146001	HGNC:29937	OMIM:615504|ORPHA:244	N	Y
MGI:2146110	HGNC:28984	OMIM:220210|OMIM:603563|ORPHA:100989|ORPHA:7	Y	Y
MGI:2146159	HGNC:31088	OMIM:613688	N	Y
MGI:2146574	HGNC:28741	OMIM:609646|ORPHA:90636	Y	Y
MGI:2146663	HGNC:19317	OMIM:614292|ORPHA:98619	N	Y
MGI:2146906	HGNC:29077	OMIM:266920|OMIM:617781|ORPHA:140969|ORPHA:474|ORPHA:65|ORPHA:791	Y	Y
MGI:2146995	HGNC:13937	OMIM:617441	Y	Y
MGI:2147134	HGNC:13590	OMIM:618089	Y	Y
MGI:2147298	HGNC:26690	OMIM:616300|OMIM:617761|ORPHA:220493|ORPHA:474|ORPHA:475	N	Y
MGI:2147627	HGNC:12840	OMIM:608323|ORPHA:100045	N	Y
MGI:2147790	HGNC:23151	OMIM:612840|ORPHA:99844	Y	Y
MGI:2148050	HGNC:29433	OMIM:300912|ORPHA:85277	Y	Y
MGI:2148202	HGNC:1863	OMIM:618057	N	N
MGI:2148705	HGNC:13875	OMIM:602081|ORPHA:209908|ORPHA:251061	N	Y
MGI:2148793	HGNC:4510	OMIM:176400|OMIM:614837|ORPHA:169615|ORPHA:432|ORPHA:478	Y	Y
MGI:2149209	HGNC:16378	OMIM:607039|ORPHA:90636	Y	Y
MGI:2149330	HGNC:11040	OMIM:274400|ORPHA:95716	N	Y
MGI:2149543	HGNC:12461	OMIM:618418	N	Y
MGI:2149635	HGNC:14430	OMIM:618384	N	Y
MGI:2149839	HGNC:24587	OMIM:610532|ORPHA:85163	N	Y
MGI:2149946	HGNC:17643	ORPHA:171709	N	N
MGI:2150302	HGNC:19714	OMIM:609340|ORPHA:101008	N	Y
MGI:2150308	HGNC:19218	OMIM:617214	N	Y
MGI:2151013	HGNC:17072	ORPHA:146|ORPHA:280325	N	N
MGI:2151016	HGNC:16513	OMIM:600974|OMIM:606705|ORPHA:90635|ORPHA:90636	N	Y
MGI:2151054	HGNC:103	OMIM:613882|OMIM:616418|ORPHA:34527	Y	Y
MGI:2151224	HGNC:17574	OMIM:618052	Y	Y
MGI:2152819	HGNC:17978	OMIM:271640|OMIM:615349|ORPHA:536467|ORPHA:93359	N	Y
MGI:2152836	HGNC:17185	OMIM:603383	N	Y
MGI:2153072	HGNC:7523	OMIM:253250|ORPHA:2576	Y	Y
MGI:2153272	HGNC:12347	OMIM:618454	N	Y
MGI:2153480	HGNC:866	OMIM:602722|ORPHA:402041	N	Y
MGI:2155302	HGNC:21082	OMIM:617004|ORPHA:2924	Y	Y
MGI:2155664	HGNC:14977	OMIM:616354|ORPHA:397709	Y	Y
MGI:2156003	HGNC:30587	OMIM:614501	Y	Y
MGI:2157166	HGNC:10288	OMIM:180104|ORPHA:791	Y	Y
MGI:2157910	HGNC:17082	OMIM:604004|ORPHA:2478	N	Y
MGI:2158650	HGNC:5385	OMIM:612572|ORPHA:791	Y	Y
MGI:2159324	HGNC:2077	OMIM:204300|OMIM:601780|ORPHA:228340|ORPHA:228363	N	Y
MGI:2159344	HGNC:15512	OMIM:182940|OMIM:600145|ORPHA:268377|ORPHA:268384|ORPHA:268388|ORPHA:268392|ORPHA:268397|ORPHA:268740|ORPHA:268748|ORPHA:268752|ORPHA:268758|ORPHA:268762|ORPHA:268766|ORPHA:268770|ORPHA:3027	N	Y
MGI:2159682	HGNC:18437	OMIM:618398|ORPHA:86884	Y	Y
MGI:2177178	HGNC:17098	OMIM:138800|OMIM:180295|OMIM:601200|OMIM:618272|ORPHA:276399|ORPHA:284343|ORPHA:404476|ORPHA:99914|ORPHA:99915|ORPHA:99916	N	Y
MGI:2178217	HGNC:379	OMIM:611820|ORPHA:101016|ORPHA:130	Y	Y
MGI:2178759	HGNC:18647	OMIM:616732|ORPHA:98676	N	Y
MGI:2179288	HGNC:18654	OMIM:614833|ORPHA:468631	Y	Y
MGI:2179327	HGNC:7529	OMIM:614714|ORPHA:79152	N	Y
MGI:2180167	HGNC:18453	OMIM:617186|ORPHA:555407	Y	Y
MGI:2180197	HGNC:18712	OMIM:617468|ORPHA:2680	N	Y
MGI:2180511	HGNC:18969	OMIM:613955|ORPHA:353220	N	Y
MGI:2180561	HGNC:18802	OMIM:604273|ORPHA:254913	Y	Y
MGI:2181067	HGNC:18829	OMIM:615081|ORPHA:399805	Y	Y
MGI:2181178	HGNC:7114	OMIM:615346|ORPHA:169615	N	Y
MGI:2181182	HGNC:8063	OMIM:615770|ORPHA:334	N	Y
MGI:2181726	HGNC:7464	OMIM:125853	Y	Y
MGI:2181763	HGNC:18817	OMIM:614075|ORPHA:231512	Y	Y
MGI:2182543	HGNC:2799	OMIM:608641|OMIM:616029|OMIM:618031|ORPHA:423454|ORPHA:90635|ORPHA:98973	N	Y
MGI:2182585	HGNC:2375	OMIM:613668|ORPHA:402364	N	Y
MGI:2183158	HGNC:19088	OMIM:617796	N	Y
MGI:2183426	HGNC:21679	OMIM:610644|ORPHA:85112	Y	Y
MGI:2183441	HGNC:19129	OMIM:610992|OMIM:616038|ORPHA:2671|ORPHA:284417	Y	Y
MGI:2183747	HGNC:19125	OMIM:609311|ORPHA:99954	N	Y
MGI:2183924	HGNC:7601	OMIM:607101|ORPHA:90636	N	Y
MGI:2384576	HGNC:26262	OMIM:615541|ORPHA:391307	N	Y
MGI:2384589	HGNC:4867	OMIM:617011|ORPHA:457359	Y	Y
MGI:2384774	HGNC:18294	OMIM:608540|ORPHA:79327	N	Y
MGI:2384785	HGNC:388	OMIM:235555|ORPHA:79303	N	Y
MGI:2384789	HGNC:29118	OMIM:618688	N	N
MGI:2384790	HGNC:25568	OMIM:609053|ORPHA:84	N	Y
MGI:2384851	HGNC:20858	OMIM:144755|OMIM:617013|ORPHA:521406	N	Y
MGI:2384875	HGNC:18672	OMIM:604804|ORPHA:2512	Y	Y
MGI:2384878	HGNC:29182	OMIM:614845|ORPHA:3156	N	Y
MGI:2384879	HGNC:25557	OMIM:617157|ORPHA:464288	Y	Y
MGI:2384909	HGNC:1530	OMIM:615673|ORPHA:401768	N	Y
MGI:2384917	HGNC:29021	OMIM:610188|OMIM:610189|OMIM:611134|OMIM:611755|OMIM:615991|ORPHA:110|ORPHA:2318|ORPHA:3156|ORPHA:564|ORPHA:65	N	Y
MGI:2384919	HGNC:13530	OMIM:615041|ORPHA:899	Y	Y
MGI:2384933	HGNC:25522	OMIM:613988|ORPHA:1775	Y	Y
MGI:2384936	HGNC:26992	OMIM:618457	N	Y
MGI:2384959	HGNC:28672	ORPHA:379	N	Y
MGI:2384968	HGNC:20499	OMIM:236792|ORPHA:79314	N	Y
MGI:2384974	HGNC:20105	OMIM:225790|ORPHA:221126	N	Y
MGI:2385045	HGNC:21244	OMIM:212500|ORPHA:441447|ORPHA:98994	N	Y
MGI:2385079	HGNC:7715	OMIM:618222|ORPHA:255241|ORPHA:2609	N	Y
MGI:2385112	HGNC:7708	OMIM:618228|ORPHA:104|ORPHA:255241|ORPHA:2609|ORPHA:70474	Y	Y
MGI:2385175	HGNC:29678	OMIM:617675|ORPHA:502423	Y	Y
MGI:2385254	HGNC:4707	OMIM:240600|ORPHA:2089	Y	Y
MGI:2385286	HGNC:17893	OMIM:614207|ORPHA:247262	N	Y
MGI:2385297	HGNC:20820	OMIM:612267	N	N
MGI:2385311	HGNC:2896	OMIM:245348|ORPHA:79244	N	Y
MGI:2385332	HGNC:26444	OMIM:276880|ORPHA:210128	N	Y
MGI:2385957	HGNC:18121	OMIM:609549|OMIM:611040|ORPHA:251279|ORPHA:35612	N	Y
MGI:2385958	HGNC:14344	OMIM:605670|ORPHA:67042	N	Y
MGI:2387006	HGNC:18183	OMIM:601869|ORPHA:90636	Y	Y
MGI:2387215	HGNC:1356	OMIM:611225|ORPHA:209951|ORPHA:247604|ORPHA:280384	N	Y
MGI:2387217	HGNC:15901	OMIM:617102|ORPHA:1515	N	Y
MGI:2387357	HGNC:17327	OMIM:616708|ORPHA:284169|ORPHA:466950	N	Y
MGI:2387591	HGNC:649	OMIM:617164	N	Y
MGI:2387613	HGNC:16947	OMIM:615681|ORPHA:401785	N	Y
MGI:2387629	HGNC:11571	OMIM:612069|ORPHA:275872|ORPHA:803	N	Y
MGI:2387643	HGNC:28636	OMIM:614175|ORPHA:564	N	Y
MGI:2387995	HGNC:18591	OMIM:614262|OMIM:617022|OMIM:617025|ORPHA:464366|ORPHA:64754	Y	Y
MGI:2388124	HGNC:12605	OMIM:276902|OMIM:614180|ORPHA:231183|ORPHA:791	Y	Y
MGI:2388266	HGNC:23015	OMIM:204690|ORPHA:1031	Y	Y
MGI:2388481	HGNC:9312	OMIM:616355|ORPHA:457279	N	Y
MGI:2389008	HGNC:19706	OMIM:225100|OMIM:225200|ORPHA:1885	Y	Y
MGI:2389465	HGNC:11600	OMIM:302905|OMIM:303400|ORPHA:324601|ORPHA:921	N	Y
MGI:2389572	HGNC:24185	ORPHA:280679	N	N
MGI:2429397	HGNC:5331	OMIM:186580|OMIM:266600|OMIM:607507|OMIM:617321|ORPHA:90340	N	Y
MGI:2429660	HGNC:19165	OMIM:616087	N	N
MGI:2441730	HGNC:29529	OMIM:602342|OMIM:616944|ORPHA:487825|ORPHA:520	Y	Y
MGI:2441787	HGNC:29174	OMIM:615817|ORPHA:88616	N	Y
MGI:2441849	HGNC:6679	OMIM:601626	N	Y
MGI:2441932	HGNC:30228	OMIM:616224|ORPHA:163690|ORPHA:163693|ORPHA:238523|ORPHA:369881	Y	Y
MGI:2442058	HGNC:17043	OMIM:600363|ORPHA:100988	N	Y
MGI:2442230	HGNC:16877	OMIM:601152|OMIM:609260|OMIM:617087|ORPHA:2398|ORPHA:64751|ORPHA:90118|ORPHA:90120|ORPHA:99947	Y	Y
MGI:2442473	HGNC:20788	OMIM:148500|ORPHA:2198	Y	Y
MGI:2442510	HGNC:25538	OMIM:611105|ORPHA:137898	N	Y
MGI:2442600	HGNC:17110	OMIM:615458|ORPHA:369970	Y	Y
MGI:2442620	HGNC:18016	OMIM:618177|OMIM:618349|ORPHA:2065|ORPHA:656	N	Y
MGI:2442632	HGNC:20202	OMIM:610478|ORPHA:1872|ORPHA:215	Y	Y
MGI:2442676	HGNC:1718	OMIM:608653|ORPHA:90636	N	Y
MGI:2442682	HGNC:20303	OMIM:125853	N	Y
MGI:2442704	HGNC:1362	OMIM:616981|ORPHA:725|ORPHA:88616	Y	Y
MGI:2442836	HGNC:20473	OMIM:114480|OMIM:609054|ORPHA:145|ORPHA:84	Y	Y
MGI:2443028	HGNC:11536	OMIM:615599|ORPHA:397951	N	Y
MGI:2443207	HGNC:29017	OMIM:611497|OMIM:618107|ORPHA:210110	Y	Y
MGI:2443219	HGNC:20185	OMIM:617478	N	Y
MGI:2443225	HGNC:30778	OMIM:615074|ORPHA:363686	Y	Y
MGI:2443241	HGNC:7707	OMIM:618226|ORPHA:255241|ORPHA:2609	Y	Y
MGI:2443248	HGNC:30578	OMIM:615028|ORPHA:412189	N	Y
MGI:2443308	HGNC:6954	OMIM:251200|ORPHA:2512	Y	Y
MGI:2443377	HGNC:14304	OMIM:616279|ORPHA:441447|ORPHA:98991	N	Y
MGI:2443455	HGNC:21144	OMIM:615539|ORPHA:2953	N	Y
MGI:2443456	HGNC:29203	OMIM:220500|OMIM:605021|OMIM:608105|OMIM:614617|OMIM:615338|OMIM:616044|ORPHA:163727|ORPHA:293181|ORPHA:352582|ORPHA:352587|ORPHA:352596|ORPHA:79500|ORPHA:90635|ORPHA:90636	N	Y
MGI:2443480	HGNC:445	OMIM:602433|OMIM:606002|ORPHA:357043|ORPHA:64753	N	Y
MGI:2443582	HGNC:23	OMIM:613163|ORPHA:2066	N	Y
MGI:2443664	HGNC:10449	ORPHA:567	Y	Y
MGI:2443671	HGNC:2899	ORPHA:99977	N	Y
MGI:2443731	HGNC:6904	ORPHA:91387	N	Y
MGI:2443764	HGNC:28949	OMIM:609254|ORPHA:3156|ORPHA:65	Y	Y
MGI:2443778	HGNC:26107	OMIM:617959|ORPHA:276234	Y	Y
MGI:2443805	HGNC:30988	OMIM:618612|ORPHA:93110	N	Y
MGI:2443818	HGNC:30207	ORPHA:199306	Y	Y
MGI:2443939	HGNC:25787	OMIM:618702	N	N
MGI:2443967	HGNC:18648	ORPHA:2032	N	Y
MGI:2444008	HGNC:3581	OMIM:617755|ORPHA:528084|ORPHA:529962	N	Y
MGI:2444031	HGNC:23157	OMIM:603147|ORPHA:79320	N	Y
MGI:2444036	HGNC:16974	OMIM:136140|ORPHA:2044	Y	Y
MGI:2444085	HGNC:24247	OMIM:220120|ORPHA:941	N	Y
MGI:2444136	HGNC:25133	OMIM:611390|OMIM:616430|ORPHA:314603|ORPHA:447954	Y	Y
MGI:2444169	HGNC:6649	OMIM:616165|ORPHA:171430|ORPHA:171436	Y	Y
MGI:2444198	HGNC:35126	OMIM:607539|OMIM:609432|ORPHA:157801|ORPHA:1986|ORPHA:3329	N	Y
MGI:2444207	HGNC:23594	OMIM:616840|ORPHA:2828	Y	Y
MGI:2444232	HGNC:22954	OMIM:615696|OMIM:617232|ORPHA:480682|ORPHA:79145	N	Y
MGI:2444304	HGNC:1908	OMIM:200150|ORPHA:2388	Y	Y
MGI:2444306	HGNC:19082	OMIM:615419|OMIM:616266|ORPHA:1146|ORPHA:1147|ORPHA:2053|ORPHA:371364|ORPHA:562528	N	Y
MGI:2444341	HGNC:20672	OMIM:300263|ORPHA:85287	N	Y
MGI:2444401	HGNC:30859	OMIM:610359|ORPHA:791	N	Y
MGI:2444417	HGNC:29427	OMIM:601596|OMIM:613353|ORPHA:99949	N	Y
MGI:2444507	HGNC:1980	OMIM:603932	N	N
MGI:2444508	HGNC:16135	OMIM:618635	N	N
MGI:2444557	HGNC:24283	OMIM:617788	N	Y
MGI:2444584	HGNC:29401	OMIM:618116|ORPHA:508542	Y	Y
MGI:2444609	HGNC:14289	OMIM:300425|OMIM:300494	N	Y
MGI:2444630	HGNC:2938	OMIM:616113|OMIM:617605|OMIM:618663|ORPHA:453533|ORPHA:90635	N	Y
MGI:2444631	HGNC:26953	OMIM:617822	Y	Y
MGI:2444639	HGNC:28844	OMIM:615575|ORPHA:139525	N	Y
MGI:2444652	HGNC:28033	OMIM:616816|ORPHA:467176	N	Y
MGI:2444664	HGNC:19877	OMIM:608812	N	N
MGI:2444748	HGNC:20626	OMIM:214800|OMIM:612370|ORPHA:138|ORPHA:39041|ORPHA:432|ORPHA:478	Y	Y
MGI:2444959	HGNC:13726	OMIM:617768|ORPHA:261652	N	Y
MGI:2445052	HGNC:28261	OMIM:616900|ORPHA:488632	N	Y
MGI:2445077	HGNC:26789	ORPHA:85414	N	Y
MGI:2445085	HGNC:21862	OMIM:615503|ORPHA:474|ORPHA:93271	Y	Y
MGI:2445168	HGNC:26158	OMIM:615429|ORPHA:90636	N	Y
MGI:2445185	HGNC:6354	OMIM:614495|ORPHA:300525	Y	Y
MGI:2445208	HGNC:21478	OMIM:615710|ORPHA:293864	Y	Y
MGI:2445221	HGNC:21685	ORPHA:853	N	Y
MGI:2446089	HGNC:3755	OMIM:108720|OMIM:108721|OMIM:112310|OMIM:150250|OMIM:272460|ORPHA:1190|ORPHA:1263|ORPHA:3275|ORPHA:503|ORPHA:56305	Y	Y
MGI:2446110	HGNC:21033	OMIM:616756|ORPHA:464282|ORPHA:635	N	Y
MGI:2446120	HGNC:26560	OMIM:615067|ORPHA:244	N	Y
MGI:2446132	HGNC:23505	OMIM:107600|ORPHA:1114	N	Y
MGI:2446166	HGNC:26401	OMIM:610153|ORPHA:90636	Y	Y
MGI:2446176	HGNC:3261	OMIM:603896|ORPHA:157713|ORPHA:157716|ORPHA:157719|ORPHA:99853|ORPHA:99854	N	Y
MGI:2446237	HGNC:12712	OMIM:208085|ORPHA:2697	Y	Y
MGI:2446262	HGNC:26927	OMIM:618241|ORPHA:255241|ORPHA:2609	N	Y
MGI:2446296	HGNC:29165	OMIM:618162	Y	Y
MGI:2446526	HGNC:18540	OMIM:616282|ORPHA:444099	Y	Y
MGI:2447063	HGNC:29945	OMIM:616736	N	Y
MGI:2447362	HGNC:10978	OMIM:210750|OMIM:615887|ORPHA:100032|ORPHA:100033	N	Y
MGI:2447762	HGNC:25489	OMIM:615127|ORPHA:86814	N	Y
MGI:2447813	HGNC:21061	OMIM:614739|ORPHA:352328	Y	Y
MGI:2448506	HGNC:8983	OMIM:616531|ORPHA:98889	N	Y
MGI:2448530	HGNC:23595	OMIM:607317	N	Y
MGI:2448554	HGNC:31928	OMIM:139090|ORPHA:721	Y	Y
MGI:2448555	HGNC:17125	ORPHA:100974	N	N
MGI:2448567	HGNC:1917	OMIM:615369|ORPHA:1942|ORPHA:2382	N	Y
MGI:2448715	HGNC:6026	OMIM:609423	N	N
MGI:2449057	HGNC:4162	OMIM:600794|OMIM:601472|ORPHA:139536|ORPHA:99938	N	Y
MGI:2449121	HGNC:20461	ORPHA:101063	N	N
MGI:2449313	HGNC:15717	OMIM:617913	Y	Y
MGI:2451073	HGNC:15516	OMIM:264800|OMIM:615777|ORPHA:1425|ORPHA:370930	N	Y
MGI:2652847	HGNC:19027	OMIM:613506|ORPHA:33110	Y	Y
MGI:2652882	HGNC:26582	OMIM:616801|ORPHA:371364	N	Y
MGI:2654325	HGNC:18986	OMIM:614409|ORPHA:320391|ORPHA:352641	N	Y
MGI:2655198	HGNC:20449	OMIM:617234	Y	Y
MGI:2655333	HGNC:25839	OMIM:606713|ORPHA:101023|ORPHA:155878|ORPHA:888|ORPHA:99771|ORPHA:99772	N	Y
MGI:2659021	HGNC:20990	OMIM:618298|ORPHA:3451	N	Y
MGI:2659071	HGNC:16854	OMIM:618075	N	N
MGI:2661175	HGNC:19701	OMIM:301008|ORPHA:442835|ORPHA:777	N	Y
MGI:2661384	HGNC:29919	ORPHA:443167	Y	Y
MGI:2664357	HGNC:3048	OMIM:148700|OMIM:615508|ORPHA:369992|ORPHA:369999|ORPHA:370002|ORPHA:50942	Y	Y
MGI:2664358	HGNC:3048	OMIM:148700|OMIM:615508|ORPHA:369992|ORPHA:369999|ORPHA:370002|ORPHA:50942	Y	Y
